# Planetary System with Ringed Giant
0,0,0,0,0,0,2e+30
28509892592.90787,41075370045.087326,0,-42446.739676461715,29461.742834372355,0,1.209480501450846e+24
-16986081224.871393,98546806364.39758,0,-36004.80094146365,-6205.989781298239,0,3.134608816050515e+24
-114765817614.85217,-96585750021.39024,0,19208.52546453701,-22824.09288766806,0,1.3285127060767846e+24
150000000000.0,0,0,0,29831.30346911892,0,5e+27
149933269598.08664,-47040440.59106683,599006.4423017809,36836.00292471528,-22423.336350612804,0,8.826664211375523e+19
149983721394.1699,-127918537.80064538,373515.6922629914,50464.792510552346,23409.27520251987,0,4.174343432555853e+18
149859732015.97836,-38497628.41920639,452175.67360171967,12677.353067327844,-16359.249832533827,0,2.9949075182102893e+19
150123234115.61127,-31204146.13108246,-636750.5861843942,12576.568949136597,79499.77846472614,0,2.766490936220258e+19
150132172907.62186,25013411.63806223,-678257.3430606504,-9261.590708874874,78770.30431028042,0,4.9616562240842195e+19
150033538381.8892,142027077.03912875,834422.9980149764,-46540.13386631142,40821.32604313759,0,6.950758024361478e+18
149936170086.09128,105311452.8696852,1114057.5758490448,-44518.119597050296,2848.5996527173666,0,5.539198909174229e+19
150033660992.38666,71843701.1616682,-372994.1648251943,-58728.85093157803,57347.58356216749,0,1.0158910007545308e+18
149924561732.71872,-11995601.030920194,-362560.14355021494,10379.798205142337,-35445.458346069514,0,2.9342015801384178e+19
149910225202.9384,-55957120.136895895,-2339758.8827053355,29709.810846695807,-17833.626980774778,0,2.0083335329674606e+18
150078521892.47748,77437218.86589742,2120720.815408061,-38625.865611872796,68998.20681152171,0,2.302854620455972e+19
150058991365.90668,101407156.44624966,393605.85220455885,-46101.21213769862,56649.661948564884,0,4.730099605522635e+18
149891496180.86267,-44599892.14028017,178610.65800157684,20277.064557815556,-19499.285459152215,0,1.5799214536652705e+18
149966643738.04605,-73543734.05008247,895938.1602336884,58543.92766877832,3278.305958788693,0,2.032830887861281e+18
